# Gene IDs passing splice junction and TSS checks filter
# Total: 786
# Note: 40 gene IDs had multiple rows that were merged
ENSG00000184895	ENST00000383070	SRY	6736	NM_003140	NP_003131
ENSG00000129864	ENST00000250825	VCY	9084	NM_004679	NP_004670
ENSG00000129862	ENST00000250823	VCY1B	353513	NM_181880	NP_870996
ENSG00000232263	ENST00000416044	KRTAP25-1	100131902	NM_001128598	NP_001122070
ENSG00000188694	ENST00000340345	KRTAP24-1	643803	NM_001085455	NP_001078924
ENSG00000227151	ENST00000452123	PRR20D	729246	NM_001130406	NP_001123878
ENSG00000234278	ENST00000434815	PRR20E	729250	NM_001130407	NP_001123879
ENSG00000102837	ENST00000219022	OLFM4	10562	NM_006418	NP_006409
ENSG00000125903	ENST00000246105	DEFB129	140881	NM_080831	NP_543021
ENSG00000170369	ENST00000304725	CST2	1470	NM_001322	NP_001313
ENSG00000215397	ENST00000246104	SCRT2	85508	NM_033129	NP_149120
ENSG00000088782	ENST00000382388	DEFB127	140850	NM_139074	NP_620713
ENSG00000215547	ENST00000400552	DEFB115	245929	NM_001037730	NP_001032819
ENSG00000188636	ENST00000341255	RTL6	84247	NM_032287	NP_115663
ENSG00000177504	ENST00000317103	VCX2	51480	NM_016378	NP_057462
ENSG00000203883	ENST00000340356	SOX18	54345	NM_018419	NP_060889
ENSG00000160182	ENST00000291527	TFF1	7031	NM_003225	NP_003216
ENSG00000165572	ENST00000379485	KBTBD6	89890	NM_152903	NP_690867
ENSG00000176399	ENST00000325870	DMRTA1	63951	NM_022160	NP_071443
ENSG00000180730	ENST00000319420	SHISA2	387914	NM_001007538	NP_001007539
ENSG00000187516	ENST00000341016	H2AP	25763	NM_012274	NP_036406
ENSG00000267909	ENST00000599174	CCDC177	56936	NM_001271507	NP_001258436
ENSG00000253797	ENST00000521776	UTP14C	9724	NM_021645	NP_067677
ENSG00000241123	ENST00000400372	KRTAP10-5	386680	NM_198694	NP_941967
ENSG00000188155	ENST00000400368	KRTAP10-6	386674	NM_198688	NP_941961
ENSG00000272804	ENST00000609664	KRTAP10-7	386675	NM_198689	NP_941962
ENSG00000187766	ENST00000334662	KRTAP10-8	386681	NM_198695	NP_941968
ENSG00000205439	ENST00000397907	KRTAP12-3	386683	NM_198697	NP_941970
ENSG00000165389	ENST00000298130	SPTSSA	171546	NM_138288	NP_612145
ENSG00000197296	ENST00000396825	FITM2	128486	NM_001080472	NP_001073941
ENSG00000189299	ENST00000339140	FOXR2	139628	NM_198451	NP_940853
ENSG00000125255	ENST00000245312	SLC10A2	6555	NM_000452	NP_000443
ENSG00000137273	ENST00000645481	FOXF2	2295	NM_001452	NP_001443
ENSG00000187559	ENST00000342833	FOXD4L3	286380	NM_199135	NP_954586
ENSG00000187566	ENST00000340650	NHLRC1	378884	NM_198586	NP_940988
ENSG00000183640	ENST00000329621	KRTAP8-1	337879	NM_175857	NP_787053
ENSG00000274749	ENST00000621162	KRTAP7-1	337878	NM_181606	NP_853637
ENSG00000182591	ENST00000332378	KRTAP11-1	337880	NM_175858	NP_787054
ENSG00000206102	ENST00000382822	KRTAP19-8	728299	NM_001099219	NP_001092689
ENSG00000101405	ENST00000217386	OXT	5020	NM_000915	NP_000906
ENSG00000101200	ENST00000380293	AVP	551	NM_000490	NP_000481
ENSG00000233056	ENST00000447535	ERVH48-1	90625	NM_001308491	NP_001295420
ENSG00000215454	ENST00000400374	KRTAP10-4	386672	NM_198687	NP_941960
ENSG00000258817	ENST00000555099	OR4C13	283092	NM_001001955	NP_001001955
ENSG00000205030	ENST00000378397	OR5L2	26338	NM_001004739	NP_001004739
ENSG00000127529	ENST00000248072	OR7C2	26658	NM_012377	NP_036509
ENSG00000285566	ENST00000648713		647264	NM_001370368	NP_001357297
ENSG00000280165	ENST00000409204	PCDH20	64881	NM_022843	NP_073754
ENSG00000186113	ENST00000335605	OR5D14	219436	NM_001004735	NP_001004735
ENSG00000279761	ENST00000623930	OR5D13	390142	NM_001001967	NP_001001967
ENSG00000279514	ENST00000623907	OR4C16	219428	NM_001004701	NP_001004701
ENSG00000102055	ENST00000378131	PPP1R2C	80316	NM_025210	NP_079486
ENSG00000172772	ENST00000395079	OR10W1	81341	NM_207374	NP_997257
ENSG00000197786	ENST00000357377	OR5B17	219965	NM_001005489	NP_001005489
ENSG00000221840	ENST00000319760	OR4A5	81318	NM_001005272	NP_001005272
ENSG00000150244	ENST00000417545	TRIM48	79097	NM_024114	NP_077019
ENSG00000167825	ENST00000301532	OR5I1	10798	NM_006637	NP_006628
ENSG00000187612	ENST00000344514	OR5W2	390148	NM_001001960	NP_001001960
ENSG00000227234	ENST00000449283	SPANXB1	728695	NM_032461	NP_115850
ENSG00000183434	ENST00000310125	TFDP3	51270	NM_016521	NP_057605
ENSG00000102239	ENST00000370648	BRS3	680	NM_001727	NP_001718
ENSG00000198573	ENST00000358993	SPANXC	64663	NM_022661	NP_073152
ENSG00000228517	ENST00000434883	CT47A7	653282	NM_001080140	NP_001073609
ENSG00000165496	ENST00000298283	RPL10L	140801	NM_080746	NP_542784
ENSG00000205029	ENST00000378396	OR5D16	390144	NM_001005496	NP_001005496
ENSG00000279395	ENST00000625203	OR5L1	219437	NM_001004738	NP_001004738
ENSG00000206107	ENST00000382835	KRTAP27-1	643812	NM_001077711	NP_001071179
ENSG00000182816	ENST00000399889	KRTAP13-2	337959	NM_181621	NP_853652
ENSG00000198390	ENST00000355459	KRTAP13-1	140258	NM_181599	NP_853630
ENSG00000186970	ENST00000334067	KRTAP15-1	254950	NM_181623	NP_853654
